bed rooms,baths,square feet,address,price
5,3,3000,"3256 S PRAIRIE Avenue Chicago, IL 60616",799000
4,3,3360,"2342 W Foster Avenue 1 Chicago, IL 60625",739900
3,2,2100,"1644 W Ohio Street 1E Chicago, IL 60622",594900
2,2,1285,"501 N Clinton Street 604 Chicago, IL 60654",575000
2,1,1420,"60 W Erie Street 1301 Chicago, IL 60654",525000
2,2,1000,"2801 N Seminary Avenue 4N Chicago, IL 60657",500000
4,2,2000,"921 W Agatite Avenue 1 Chicago, IL 60640",500000
3,2,1142,"7502 N Overhill Avenue Chicago, IL 60631",499000
3,1,1400,"2751 W Rascher Avenue Chicago, IL 60625",399000
3,2,2700,"721 N Drake Avenue Chicago, IL 60624",389000
3,2,1811,"5800 W Waveland Avenue Chicago, IL 60634",350000
4,2,2508,"5712 S Kilbourn Avenue Chicago, IL 60629",340000
3,2,1574,"3934 W 58th Place Chicago, IL 60629",339900
2,2,1300,"8560 W Foster Avenue 606 Norridge, IL 60706",320000
4,3,2160,"9408 S Rhodes Street Chicago, IL 60619",309900
1,1,1093,"10 E Ontario Street 4307 Chicago, IL 60611",300000
3,2,1100,"340 W 102nd Place Chicago, IL 60628",289900
4,3,1579,"6743 S Loomis Boulevard Chicago, IL 60636",265000
3,1,1400,"3740 W 83rd Street Chicago, IL 60652",255000
2,2,1300,"5601 N Sheridan Road 4A Chicago, IL 60660",250000
4,2,1296,"616 W 95th Street Chicago, IL 60628",237000
1,1,800,"1850 N Clark Street 805 Chicago, IL 60614",229000
3,2,1515,"8145 S Prairie Avenue 2 Chicago, IL 60619",205000
3,1,1186,"124 E 124th Place Chicago, IL 60628",165000
1,1,520,"1355 N Sandburg Terrace 607D Chicago, IL 60610",149000
3,2,1412,"13912 S MANISTEE Avenue Burnham, IL 60633",125000
3,1,731,"11573 S Sangamon Street Chicago, IL 60643",115000
2,1,750,"3921 W Huron Street 7 Chicago, IL 60624",89900
2,2,1080,"2211 E 67th Street 2 Chicago, IL 60649",55000
3,3,2500,"155 N Harbor Drive Unit 1312-13 Chicago, IL 60601",1495000
2,2,1800,"2053 W McLean Avenue Chicago, IL 60647",700000
3,2,1611,"6825 N Loron Chicago, IL 60646",599900
2,2,1425,"111 E Chestnut Street 51C Chicago, IL 60611",550000
4,3,1939,"5438 N Nagle Avenue Chicago, IL 60630",489000
1,1,700,"211 E Ohio Street Unit 1401 Chicago, IL 60611",258000
4,1,1500,"7118 S Indiana Avenue Chicago, IL 60619",180000
2,1,1100,"8450 S Bennett Avenue Chicago, IL 60617",155000
3,1,1052,"12120 S Michigan Avenue Chicago, IL 60628",140000
3,3,2500,"2955 W Catalpa Avenue Chicago, IL 60625",995000
4,3,2175,"9951 S Artesian Avenue Chicago, IL 60655",524900
4,4,4600,"4027 N Lowell Avenue Chicago, IL 60641",1499999
3,3,3300,"1701 N ARTESIAN Avenue Chicago, IL 60647",1175000
3,2,3000,"655 W Junior Terrace 1 Chicago, IL 60613",950000
3,3,2000,"2259 W wabansia Avenue 210 Chicago, IL 60647",775000
2,2,1675,"2846 N Southport Avenue 3S Chicago, IL 60657",700000
2,2,1247,"2210 W Addison Street 3 Chicago, IL 60618",625000
3,2,2200,"1022 S RACINE Avenue 302 Chicago, IL 60607",545000
2,2,1206,"1600 S Indiana Avenue 1803 Chicago, IL 60616",499999
2,2,1250,"611 S Wells Street 2005 Chicago, IL 60607",459000
3,2,1250,"1828 S RACINE Avenue 1 Chicago, IL 60608",434900
4,3,1357,"4925 W Altgeld Street Chicago, IL 60639",399900
3,2,1388,"6101 N Naples Avenue Chicago, IL 60631",379900
3,2,1600,"6448 N Fairfield Avenue 4 Chicago, IL 60645",350000
3,2,1050,"838 W 31st Street 4A Chicago, IL 60608",325000
4,2,2169,"3520 N Oriole Avenue Chicago, IL 60634",324500
3,2,1500,"1706 W 91st Street Chicago, IL 60620",320000
3,2,1900,"5200 S Ellis Avenue 605-6 Chicago, IL 60615",310000
3,2,1600,"7147 S Mozart Street Chicago, IL 60629",309000
2,1,1000,"5912 N Paulina Street 1W Chicago, IL 60660",299900
3,1,1200,"2601 W Haddon Avenue 2E Chicago, IL 60622",299000
2,1,800,"3805 N Ravenswood Avenue 1 Chicago, IL 60613",269900
1,1,775,"3505 S Morgan Street 320 Chicago, IL 60609",265000
3,2,1120,"11654 S Throop Street Chicago, IL 60643",249900
2,2,1400,"10352 S WALDEN Parkway 1F Chicago, IL 60643",249900
2,2,1900,"11837 S Wentworth Avenue Chicago, IL 60628",235999
2,2,1150,"6617 S INGLESIDE Avenue 4N Chicago, IL 60637",199900
4,1,962,"3635 W 121st Place Alsip, IL 60803",199000
3,1,1191,"11617 S Aberdeen Street Chicago, IL 60643",194900
2,1,900,"932 W Sunnyside Avenue 1C Chicago, IL 60640",175000
1,1,759,"4747 S Lotus Avenue Chicago, IL 60638",159873
3,2,1450,"9326 S May Street Chicago, IL 60620",150000
2,2,964,"10826 S Buffalo Avenue Chicago, IL 60617",120000
2,2,1200,"8143 S Woodlawn Avenue Chicago, IL 60619",111997
4,1,1000,"6624 S Lowe Avenue Chicago, IL 60621",102500
3,1,961,"14313 S Eggleston Avenue Riverdale, IL 60827",95000
2,3,2000,"5555 N Sheridan 1815 Chicago, IL 60640",460000
3,3,1800,"7955 S Blackstone Avenue Chicago, IL 60617",250000
3,2,1133,"2801 W Coyle Avenue Chicago, IL 60645",499900
2,2,2550,"14 W Superior Street 4804 Chicago, IL 60654",2450000
3,3,2575,"1356 W Chestnut Street 201 Chicago, IL 60642",1500000
2,2,1372,"3228 N Seminary Avenue 3 Chicago, IL 60657",799000
3,2,1800,"3125 N Clybourn Avenue 3S Chicago, IL 60618",779000
4,3,2200,"6253 N KARLOV Avenue Chicago, IL 60646",574900
1,1,1002,"1211 S Prairie Avenue 3602 Chicago, IL 60605",552500
3,2,1500,"1310 N Ritchie Court 8C Chicago, IL 60610",534900
3,2,3000,"5701 W Grace Street Chicago, IL 60634",525000
3,2,2400,"7558 W Palatine Avenue Chicago, IL 60631",524900
3,1,1600,"919 W Ainslie Street 2 Chicago, IL 60640",485000
3,2,1322,"4900 W Cullom Avenue Chicago, IL 60641",474900
3,2,2500,"6101 N Karlov Avenue Chicago, IL 60646",439900
3,3,2245,"7614 S Chappel Avenue Chicago, IL 60649",415000
3,2,1800,"1627 N Nashville Avenue Chicago, IL 60707",375000
3,2,1200,"6240 S Mayfield Avenue Chicago, IL 60638",350000
2,2,1448,"3180 N Lake Shore Drive 5C Chicago, IL 60657",349900
2,2,1050,"1540 N STATE Parkway 15B Chicago, IL 60610",339900
5,2,2227,"3652 W 117th Street Alsip, IL 60803",335000
4,3,2622,"9316 S LaFayette Avenue Chicago, IL 60620",315900
3,2,1200,"10737 S Troy Street Chicago, IL 60655",309000
6,3,2200,"3108 W 54th Place Chicago, IL 60632",290000
3,2,1600,"11619 S Elizabeth Street Chicago, IL 60643",275000
3,2,1425,"1718 E 87th Place Chicago, IL 60617",266000
4,1,972,"1318 S 51st Avenue Cicero, IL 60804",260000
3,2,1043,"12715 S Laflin Street Calumet Park, IL 60827",229900
3,1,1050,"9014 S Kingston Avenue Chicago, IL 60617",215000
1,2,1200,"2010 W 68th Street Chicago, IL 60621",215000
1,1,850,"3550 N Lake Shore Drive 2717 Chicago, IL 60657",210000
3,2,3750,"6327 S Kenneth Avenue Chicago, IL 60629",210000
3,2,1044,"1807 E 93rd Street Chicago, IL 60617",205000
1,1,879,"6482 N Northwest Highway 106 Chicago, IL 60631",175000
3,1,1200,"8746 S Wood Street Chicago, IL 60620",165000
3,1,960,"12328 S Honore Street Calumet Park, IL 60827",145000
2,1,1100,"1441 W Farwell Avenue 3A Chicago, IL 60626",128500
4,2,1456,"7357 S Evans Avenue Chicago, IL 60619",75000
4,2,2879,"4324 N Kostner Avenue Chicago, IL 60641",789900
4,2,2010,"1801 W Diversey Parkway Unit 8 Chicago, IL 60614",630000
3,2,1350,"222 E Pearson Street Unit 1801 Chicago, IL 60611",425000
3,2,2925,"9208 S Indiana Avenue Chicago, IL 60619",295900
3,1,1104,"11176 S Hermosa Avenue Chicago, IL 60643",142500
3,3,1700,"2911 W Glenlake Avenue Chicago, IL 60659",385000
3,2,2500,"6916 S Normal Boulevard Chicago, IL 60621",189900
2,2,1532,"833 W 15th Place 808 Chicago, IL 60608",429000
1,1,700,"6811 N Northwest Highway 1 Chicago, IL 60631",179000
3,2,1568,"5442 N Western Avenue 2B Chicago, IL 60625",524900
3,2,1030,"11263 S Drake Avenue Chicago, IL 60655",314900
3,2,2240,"11526 S Aberdeen Street Chicago, IL 60643",249500
1,1,800,"5415 N Sheridan Road 502 Chicago, IL 60640",179900
1,1,860,"5455 N Sheridan Road Unit 408 Chicago, IL 60640",179900
6,5,4500,"366 W Superior Street 1001-1004 Chicago, IL 60654",3249995
4,5,4349,"8240 W Winona Street Norridge, IL 60706",1180000
3,3,1800,"1030 N STATE Street 34LM Chicago, IL 60610",995000
3,3,2600,"360 E Randolph Street 2805 Chicago, IL 60601",899000
4,3,2820,"7324 W Lunt Avenue Chicago, IL 60631",795000
2,2,1600,"2623 W Logan Boulevard 3W Chicago, IL 60647",565000
4,2,1691,"5624 W Henderson Street Chicago, IL 60634",520000
4,3,3243,"2659 N Mason Avenue Chicago, IL 60639",514900
2,2,1000,"2423 W Fullerton Avenue 3E Chicago, IL 60647",499900
2,2,1325,"101 W Superior Street 601 Chicago, IL 60654",475000
1,1,1000,"155 N HARBOR Drive 2404 Chicago, IL 60601",440099
2,2,1200,"4308 N Oriole Avenue Norridge, IL 60706",415000
3,1,1324,"7000 W Roscoe Street Chicago, IL 60634",399500
1,2,3844,"1517 N Waller Avenue Chicago, IL 60651",359900
2,2,1000,"235 W Van Buren Street 2102 Chicago, IL 60607",358000
1,1,800,"170 W Polk Street 1602 Chicago, IL 60605",310000
3,2,1200,"8909 S Phillips Avenue Chicago, IL 60617",299900
3,1,1864,"1523 N Parkside Avenue Chicago, IL 60651",289900
2,2,1200,"5445 N Sheridan Road 1901 Chicago, IL 60640",280000
1,1,649,"1801 W Larchmont Avenue 205 Chicago, IL 60613",279900
3,1,1250,"1413 S 59th Court Cicero, IL 60804",255000
3,2,1152,"7316 S Troy Street Chicago, IL 60629",209900
1,1,1200,"4026 S Oakenwald Avenue 1 Chicago, IL 60653",195000
6,2,976,"5430 W Gladys Avenue Chicago, IL 60644",179900
3,1,987,"11222 S State Street Chicago, IL 60628",110000
2,1,1000,"4300 W Ford City Drive 1210 Chicago, IL 60652",75000
2,2,1952,"401 N Wabash Avenue Unit 79F Chicago, IL 60611",1700000
3,1,1034,"5543 South Mason Avenue Chicago, IL 60638",290000
1,1,1100,"732 S Financial 609 Chicago, IL 60605",255000
5,2,1500,"6338 S Bell Avenue Chicago, IL 60636",239900
2,1,950,"13533 S Buffalo Avenue Chicago, IL 60633",185000
6,4,5000,"2346 W Ohio Street Chicago, IL 60612",2250000
3,2,2200,"400 W Huron Street 1002 Chicago, IL 60654",1424900
3,2,1929,"1160 S Michigan Avenue 3405 Chicago, IL 60605",860000
5,4,4724,"9924 S Longwood Drive Chicago, IL 60643",824873
2,2,1489,"60 E Monroe Street 4904 Chicago, IL 60603",699900
2,2,1567,"360 E Randolph Street 905 Chicago, IL 60601",650000
2,2,1450,"530 N LAKE SHORE Drive 2408 Chicago, IL 60611",575000
3,2,1600,"5021 N KENMORE Avenue 3N Chicago, IL 60640",525000
3,2,1800,"860 W Lakeside Place A Chicago, IL 60640",515000
7,3,1758,"4051 N Meade Avenue Chicago, IL 60634",479500
2,2,1250,"405 N Wabash Avenue 3609 Chicago, IL 60611",454999
2,2,1000,"635 N Dearborn Street 903 Chicago, IL 60654",449000
2,2,1250,"33 W ONTARIO Street 22H Chicago, IL 60654",419000
2,2,1263,"701 S Wells Street 2301 Chicago, IL 60607",399800
3,2,1600,"3126 W Walton Street 4 Chicago, IL 60622",389000
3,2,1013,"5105 S Natchez Avenue Chicago, IL 60638",379900
2,2,1000,"5924 N Paulina Street 3E Chicago, IL 60660",379000
2,2,1100,"1515 S Prairie Avenue 715 Chicago, IL 60605",369000
2,2,888,"3834 N Pacific Avenue Chicago, IL 60634",344900
4,3,2077,"8155 S Crandon Avenue Chicago, IL 60617",329900
3,2,1600,"4426 S Calumet Avenue G Chicago, IL 60653",305000
3,1,1393,"5331 W Catalpa Avenue Chicago, IL 60630",299999
2,2,1350,"3126 W Walton Street 1 Chicago, IL 60622",299000
3,2,1726,"4505 W Congress Parkway Chicago, IL 60624",275000
2,2,1100,"3857 N Harlem Avenue 202A Chicago, IL 60634",274900
2,1,1404,"11018 S Drake Avenue Chicago, IL 60655",270000
2,2,1250,"1602 N Nagle Avenue 3 Chicago, IL 60707",265000
1,1,1000,"2310 S Canal Street 512 Chicago, IL 60616",245000
3,1,900,"11623 S Laflin Street Chicago, IL 60643",210000
2,1,901,"1901 S 55th Court Cicero, IL 60804",209900
1,1,800,"2901 S Michigan Avenue 1009 Chicago, IL 60616",126999
5,1,1052,"11431 S Indiana Avenue Chicago, IL 60628",95900
2,1,1182,"5836 S Talman Avenue Chicago, IL 60629",78000
5,4,3800,"6530 S University Avenue Chicago, IL 60637",1053865
3,2,1070,"2909 N Nordica Avenue Chicago, IL 60634",410000
1,1,1000,"155 N Harbor 2804 Chicago, IL 60601",399500
2,1,1166,"1639 76th Ave Elmwood Park, IL 60707",364900
4,2,1040,"11269 S Loomis St Chicago, IL 60643",225500
2,2,1070,"1830 N Austin Avenue Chicago, IL 60639",259000
2,1,900,"4840 W Engle Road , 3SE Alsip, IL 60803",99900
8,3,5086,"4800 S Kenwood Avenue Chicago, IL 60615",1495000
2,3,2440,"235 W Goethe Street Chicago, IL 60610",1199000
1,1,1475,"401 N Wabash Avenue 46J Chicago, IL 60611",895000
2,2,1800,"2619 N Seminary Avenue 3 Chicago, IL 60614",799000
4,3,2300,"5432 S Ellis Avenue A Chicago, IL 60615",729000
5,4,2507,"5849 N Mulligan Avenue Chicago, IL 60646",599000
3,3,1750,"1008 W Cullerton 2W Chicago, IL 60608",557000
2,2,1493,"2352 W Bloomingdale Avenue 4E Chicago, IL 60647",499900
2,2,1800,"1020 S WABASH Avenue 4C Chicago, IL 60605",499000
2,2,1260,"1122 N CLARK Street 2103 Chicago, IL 60610",459000
3,2,1535,"1134 W Granville Avenue 809 Chicago, IL 60660",454900
2,2,1039,"1720 S Michigan Avenue 810 Chicago, IL 60616",450000
2,2,1225,"6119 N Mason Avenue Chicago, IL 60646",449900
2,2,1300,"1371 W Crystal Street A Chicago, IL 60642",359000
2,2,1100,"1440 S MICHIGAN Avenue 414 Chicago, IL 60605",330000
5,2,1636,"8411 S Kolmar Avenue Chicago, IL 60652",324900
3,2,1900,"5223 S Dorchester Avenue 1N Chicago, IL 60615",315000
1,1,720,"451 W HURON Street 1406 Chicago, IL 60654",312000
3,1,1404,"3912 W 117TH Street Alsip, IL 60803",299000
3,1,1008,"4733 S Lavergne Avenue Chicago, IL 60638",279900
1,1,800,"3430 N Lake Shore Drive 12J Chicago, IL 60657",274999
1,1,820,"535 N MICHIGAN Avenue 2311 Chicago, IL 60611",265000
2,2,1110,"5404 W Crystal Street Chicago, IL 60651",260000
3,2,1700,"4454 S Vincennes Avenue 3S Chicago, IL 60653",255000
3,2,1220,"5900 S King Drive C-3 Chicago, IL 60637",240000
2,1,926,"921 N Noble Street 203 Chicago, IL 60642",237000
4,2,1398,"5111 W 22nd Place Cicero, IL 60804",219900
3,1,945,"9522 S Greenwood Avenue Chicago, IL 60628",200000
1,1,825,"5455 N SHERIDAN Road 704 Chicago, IL 60640",189900
3,1,1312,"8456 S Ada Street Chicago, IL 60620",159900
5,3,1275,"6141 S Talman Avenue Chicago, IL 60629",140000
3,2,1700,"4453 S Lake Park Avenue Unit 2 Chicago, IL 60653",359000
2,1,1200,"4453 S Lake Park Avenue Unit 4 Chicago, IL 60653",329000
3,3,1500,"2057 W Fargo Avenue Unit 1 Chicago, IL 60645",299950
2,1,1008,"4843 S Lawler Avenue Chicago, IL 60638",272500
1,1,625,"850 N Dewitt Place Unit 6F Chicago, IL 60611",199900
2,1,1456,"2334 W Warren Boulevard Chicago, IL 60612",459000
5,5,5200,"1443 N Dearborn Parkway Chicago, IL 60610",1999000
6,5,9074,"4750 S Drexel Boulevard Chicago, IL 60615",1899900
3,2,2575,"1200 N Lake Shore Drive M3 Chicago, IL 60610",1249000
2,2,1586,"420 E Waterside Drive 3812 Chicago, IL 60601",900000
3,1,1250,"5708 N Glenwood Avenue Chicago, IL 60660",489000
3,2,980,"5524 N Odell Avenue Chicago, IL 60656",409900
5,3,2982,"4517 W Schubert Avenue Chicago, IL 60639",397000
5,3,3600,"8212 S Clyde Avenue Chicago, IL 60617",389900
3,2,1152,"7917 W Metropole Street Elmwood Park, IL 60707",379900
1,1,833,"106 N Aberdeen Street 3C Chicago, IL 60607",348800
3,2,1400,"4804 S KILDARE Avenue Chicago, IL 60632",319000
1,1,800,"70 W Burton Place 301F Chicago, IL 60610",279900
3,2,1800,"8950 S Union Avenue Chicago, IL 60620",277000
3,1,1800,"1748 E 85th Street Chicago, IL 60617",264900
1,1,860,"200 N Dearborn Street 1807 Chicago, IL 60601",261500
2,2,1120,"3934 W 82nd Street Chicago, IL 60652",249900
1,1,935,"3450 S HALSTED Street 304 Chicago, IL 60608",245000
2,1,1000,"2657 W Berwyn Avenue 2N Chicago, IL 60625",239900
2,1,2007,"4426 W 127th Place Alsip, IL 60803",239900
3,1,1104,"7416 S Perry Avenue Chicago, IL 60621",227500
2,1,800,"3259 W Olive Avenue 1W Chicago, IL 60659",209000
3,1,1496,"7918 S Luella Avenue Chicago, IL 60617",194900
1,1,900,"655 W Irving Park Road 508 Chicago, IL 60613",174000
2,2,1363,"1645 W Ogden Avenue Unit 329 Chicago, IL 60612",435000
2,1,650,"4814 W Hutchinson Street Unit 2B Chicago, IL 60641",153000
2,1,980,"1606 W Chase Avenue , 1B Chicago, IL 60626",169000
6,4,5300,"1938 W Eddy Street Chicago, IL 60657",2835000
5,4,4835,"4516 N Oakley Avenue Chicago, IL 60625",1950000
3,2,1855,"57 E Delaware Place 1805 Chicago, IL 60611",1065000
4,3,2700,"1516 W Highland Avenue Chicago, IL 60660",949900
3,2,1600,"860 N LAKE SHORE Drive 8L Chicago, IL 60611",749900
2,2,2000,"3530 N Lake Shore Drive 12B Chicago, IL 60657",614000
3,3,1850,"825 E 52nd Street 5C Chicago, IL 60615",599999
2,2,2000,"3237 N Hoyne Avenue 1 Chicago, IL 60618",535000
2,2,1510,"910 S Michigan Avenue 402 Chicago, IL 60605",512000
4,2,1800,"6552 W Devon Avenue Chicago, IL 60631",499900
2,2,1450,"1440 N Lake Shore Drive 8E Chicago, IL 60610",455000
2,2,1410,"1150 N Lake Shore Drive 24H Chicago, IL 60611",449500
3,2,2600,"5833 N Virginia Avenue Chicago, IL 60659",429500
1,1,1200,"1737 N PAULINA Street 112 Chicago, IL 60622",425000
2,1,1100,"1205 W Lill Avenue G Chicago, IL 60614",390000
4,3,1458,"10601 S Prairie Avenue Chicago, IL 60628",289900
3,2,990,"3920 W 85th Street Chicago, IL 60652",285000
1,1,850,"60 E Scott Street 303 Chicago, IL 60610",256000
1,1,850,"5757 N Sheridan Road 20F Chicago, IL 60660",167000
3,1,950,"2807 S Saint Louis Avenue Chicago, IL 60623",165000
5,3,3521,"5813 N Oconto Avenue Chicago, IL 60631",800000
4,2,1584,"3165 W 83rd Place Chicago, IL 60652",299000
4,2,1190,"14234 S Emerald Avenue Riverdale, IL 60827",225000
3,2,1900,"1857 N Sawyer Avenue A Chicago, IL 60647",599999
3,3,2110,"6152 W 60th Street Chicago, IL 60638",445000
2,1,950,"4240 N Keystone Avenue 4F Chicago, IL 60641",225000
3,2,1600,"7332 S Morgan Street Chicago, IL 60621",295000
3,2,1060,"7228 S Central Park Avenue Chicago, IL 60629",299000
2,2,1200,"11610 S Yale Avenue Chicago, IL 60628",180000
4,3,3118,"2023 W 108th Place Chicago, IL 60643",925000
4,3,3300,"1318 W Huron Street Chicago, IL 60642",875000
2,2,2100,"1550 N State Parkway 501 Chicago, IL 60610",699000
3,2,1600,"11155 S Washtenaw Avenue Chicago, IL 60655",369000
2,1,971,"7804 W Summerdale Avenue Chicago, IL 60656",315000
3,1,1800,"10755 S KING Drive Chicago, IL 60628",205000
2,1,920,"10035 S Peoria Street Chicago, IL 60643",179926
4,3,2000,"1914 N Lotus Avenue Chicago, IL 60639",350000
5,7,6800,"2130 N Cleveland Avenue Chicago, IL 60614",4599000
4,3,3000,"912 W Roscoe Street PH Chicago, IL 60657",1459000
2,2,1440,"125 E 13TH Street 806 Chicago, IL 60605",649900
1,1,857,"225 N Columbus Drive 5503 Chicago, IL 60601",549999
4,2,1700,"3015 N LEAVITT Street 3E Chicago, IL 60618",519000
4,1,936,"4859 N Cumberland Avenue Norridge, IL 60706",380000
2,2,1150,"655 W IRVING PARK Road 3302 Chicago, IL 60657",340000
4,3,1967,"10748 S VERNON Avenue Chicago, IL 60628",319000
4,2,1000,"4721 W 84th Place Chicago, IL 60652",315000
3,2,1200,"8729 S Indiana Avenue Chicago, IL 60619",309900
4,2,2051,"1017 N Keystone Avenue Chicago, IL 60651",289900
3,3,2600,"7955 S May Street Chicago, IL 60620",289000
4,2,1332,"10137 S Vernon Avenue Chicago, IL 60628",279900
3,3,1980,"12901 S Normal Avenue Chicago, IL 60628",269900
1,1,800,"1845 S Michigan Avenue 902 Chicago, IL 60616",222000
4,2,1534,"14220 S Wabash Avenue Riverdale, IL 60827",215000
3,2,1222,"8020 S Manistee Avenue Chicago, IL 60617",209900
1,1,800,"3950 N LAKE SHORE Drive 1318C Chicago, IL 60613",200000
5,3,2000,"8214 S Coles Avenue Chicago, IL 60617",69000
3,2,2650,"1355 N Mohawk Street Unit PH Chicago, IL 60610",879000
3,2,1260,"3633 W 70th Place Chicago, IL 60629",275000
4,2,1502,"12538 S Wentworth Avenue Chicago, IL 60628",255000
2,1,1100,"6560 W Roscoe Street Unit 2S Chicago, IL 60634",230000
1,1,1000,"5000 N Marine Drive Unit 6E Chicago, IL 60640",173000
1,1,650,"4300 W Ford City 708 Chicago, IL 60652",29900
3,1,1555,"2812 W Coyle Avenue Chicago, IL 60645",550000
3,2,1100,"12629 S Lincoln Street Calumet Park, IL 60827",180000
4,4,3660,"21 N May Street 802 Chicago, IL 60607",3150000
3,3,2396,"360 W Erie Street 6D Chicago, IL 60654",1599000
4,3,3690,"2608 W Winona Street Chicago, IL 60625",1499000
5,3,3200,"823 N Richmond Street Chicago, IL 60622",750000
4,3,4000,"1934 N 74th Court Elmwood Park, IL 60707",739000
3,1,3000,"4924 N Bell Avenue Chicago, IL 60625",599900
2,2,1600,"880 N Lake Shore Drive 12GH Chicago, IL 60611",595000
2,2,1500,"1522 S Prairie Avenue D Chicago, IL 60605",575000
1,1,934,"401 N WABASH Avenue 56C Chicago, IL 60611",550000
3,2,2995,"4412 S Oakenwald Avenue Chicago, IL 60653",549000
3,2,2000,"2815 N Kildare Avenue Chicago, IL 60641",519000
3,3,1416,"4719 N Anthon Avenue Chicago, IL 60656",449900
2,2,1200,"720 N Larrabee Street 1210 Chicago, IL 60654",425000
3,2,1850,"3849 N Pioneer Avenue Chicago, IL 60634",425000
3,2,1600,"2451 N Janssen Avenue 1 Chicago, IL 60614",414900
2,2,1100,"1740 N Maplewood Avenue 105 Chicago, IL 60647",400000
3,1,986,"5025 N Oneida Avenue Norridge, IL 60706",385000
5,3,3096,"650 N Central Avenue Chicago, IL 60644",379900
4,3,1350,"3758 N Pacific Avenue Chicago, IL 60634",350000
4,3,1990,"3748 W 55th Street Chicago, IL 60632",349900
5,2,1820,"10117 S Washtenaw Avenue Chicago, IL 60655",340000
4,2,1855,"11801 S Millard Avenue Alsip, IL 60803",339900
1,1,900,"2800 N Lake Shore Drive 3107 Chicago, IL 60657",325000
3,2,3750,"5344 S Rockwell Street Chicago, IL 60632",319500
1,1,807,"440 N Wabash Avenue 4511 Chicago, IL 60611",289000
4,1,2200,"6329 S Kenneth Avenue Chicago, IL 60629",260000
2,2,900,"1342 W Greenleaf Avenue 1B Chicago, IL 60626",245000
2,2,920,"9325 S Sacramento Avenue Evergreen Park, IL 60805",239900
2,1,1200,"7227 W HIGGINS Avenue 204 Chicago, IL 60656",215000
4,2,1233,"11308 S Avenue H Chicago, IL 60617",199900
1,1,850,"33 E Cedar Street 12A Chicago, IL 60611",169900
3,2,1789,"1727 S Indiana Avenue Unit 410 Chicago, IL 60616",499900
4,2,2040,"1525 N Ridgeway Avenue Chicago, IL 60651",479000
3,2,1150,"519 S Maplewood 3S Chicago, IL 60612",264900
2,1,943,"4856 N Paulina Street Unit 3E Chicago, IL 60640",255000
1,1,600,"2330 N Harlem Avenue #1A Elmwood Park, IL 60707",109900
4,3,2800,"4946 S Drexel Boulevard , E Chicago, IL 60615",469900
3,2,1200,"11150 S Saint Louis Avenue Chicago, IL 60655",329900
1,1,700,"222 N Columbus Drive , 606 Chicago, IL 60601",265000
5,5,5500,"537 W Grant Place Chicago, IL 60614",3500000
3,3,1728,"823 S Oakley Boulevard Chicago, IL 60612",825000
3,2,2000,"1111 S Wabash Avenue 3002 Chicago, IL 60605",770000
3,2,2330,"1652 W Ogden Avenue 4 Chicago, IL 60612",699000
2,2,1159,"234 W Polk Street 2905 Chicago, IL 60607",630000
2,2,1817,"400 W Ontario Street 1603 Chicago, IL 60654",589900
4,3,2900,"4815 N Melvina Avenue Chicago, IL 60630",579900
3,2,2296,"5649 N Crescent Avenue Chicago, IL 60631",475000
3,2,1546,"3406 W MEDILL Avenue 1 Chicago, IL 60647",435000
2,2,1257,"1250 S Michigan Avenue 1209 Chicago, IL 60605",424500
3,2,1170,"4724 S Luna Avenue Chicago, IL 60638",409900
3,1,1482,"9911 S CLAREMONT Avenue Chicago, IL 60643",379000
1,1,850,"420 E Waterside Drive 714 Chicago, IL 60601",375000
3,2,1800,"6607 N Newgard Avenue 2S Chicago, IL 60626",374900
2,3,2000,"5555 N Sheridan Road 815 Chicago, IL 60640",339900
2,2,1400,"4200 N Marine Drive 1106 Chicago, IL 60613",335000
1,1,875,"1560 N Sandburg Terrace 1703J Chicago, IL 60610",329000
3,1,1468,"958 N Latrobe Avenue Chicago, IL 60651",319000
4,1,1667,"5033 N Cumberland Avenue Norridge, IL 60706",279900
4,2,1400,"3633 W 64th Place Chicago, IL 60629",269000
3,2,1040,"11607 S Aberdeen Street Chicago, IL 60643",254900
3,2,2076,"10315 S Green Street Chicago, IL 60643",235000
4,2,1628,"1449 W 71st Street Chicago, IL 60636",175000
4,2,735,"5747 S Elizabeth Street Chicago, IL 60636",165000
2,2,1152,"8344 S Ada Street Chicago, IL 60620",150000
3,1,1020,"9631 S Avenue L Chicago, IL 60617",149900
2,1,1050,"9525 S KEDZIE Avenue 2A Evergreen Park, IL 60805",139900
3,2,1250,"7223 S Euclid Avenue 3C Chicago, IL 60649",110000
4,1,1636,"1702 N. Lawndale Ave Chicago, IL 60647",325000
2,2,1340,"1930 N Harlem Avenue Unit 201 Elmwood Park, IL 60707",254000
1,1,1125,"40 E 9th Street Unit 1518 Chicago, IL 60605",249000
4,2,3125,"6634 S Aberdeen Street Chicago, IL 60621",190000
2,1,1000,"6750 N Newgard Avenue Unit 1 Chicago, IL 60626",175000
2,1,1088,"10535 S Corliss Chicago, IL 60628",165000
4,4,5566,"400 W Huron Street 501 Chicago, IL 60654",5999999
4,4,4500,"6043 N Kilbourn Avenue Chicago, IL 60646",2400000
5,4,5157,"2611 N Magnolia Avenue Chicago, IL 60614",1975000
4,4,4000,"2023 W Churchill Street Chicago, IL 60647",1399000
3,3,3700,"3618 N Richmond Street Chicago, IL 60618",1099000
