bed rooms,baths,square feet,address,price
3,2,2297,"55 W Delaware Place 506 Chicago, IL 60610",900000
3,2,1758,"130 N Garland Court 5003 Chicago, IL 60602",755000
2,2,1300,"125 S Green Street 803A Chicago, IL 60607",660000
3,2,1650,"3653 W Barry Avenue 3E Chicago, IL 60618",579000
2,2,1400,"550 N KINGSBURY Street 419 Chicago, IL 60654",549995
2,2,2077,"7450 N Ottawa Avenue Chicago, IL 60631",429900
3,2,960,"4143 N Drake Avenue Chicago, IL 60618",385000
2,3,2000,"8629 1/2 W Foster Avenue 1A Chicago, IL 60656",289000
3,3,2157,"8044 S Woodlawn Avenue Chicago, IL 60619",285000
3,2,1460,"3121 W Washington Boulevard 2 Chicago, IL 60612",263000
1,1,925,"100 E Walton Street 26D Chicago, IL 60611",249999
4,2,2200,"12245 S Wallace Street Chicago, IL 60628",225000
3,1,1631,"8218 S Kingston Avenue Chicago, IL 60617",220000
3,2,1872,"2242 E 100th Street Chicago, IL 60617",184500
2,1,900,"13531 S Avenue M Chicago, IL 60633",149900
1,1,900,"6833 N Kedzie Avenue 1010 Chicago, IL 60645",141900
1,1,474,"3812 W 47th Street 2R Chicago, IL 60632",99900
4,2,1828,"11356 S Stewart Avenue Chicago, IL 60628",80000
3,2,1400,"450 E Bowen Avenue Unit 2W Chicago, IL 60653",267900
3,1,1288,"10616 S Peoria Street Chicago, IL 60643",109000
2,2,1306,"125 E 13th Street , 1113 Chicago, IL 60605",464900
3,2,1550,"5111 S Cornell Avenue , 1 Chicago, IL 60615",212000
2,1,1198,"9252 S Sacramento Avenue Evergreen Park, IL 60805",164900
5,5,5500,"209 E Lake Shore Drive 8W Chicago, IL 60611",2295000
3,3,3000,"3920 N Lake Shore Drive 9S Chicago, IL 60613",669000
2,2,1500,"1300 N Lake Shore Drive 20C Chicago, IL 60610",549000
3,2,1707,"4820 S Lotus Avenue Chicago, IL 60638",529000
2,2,1150,"320 E 21st Street 810 Chicago, IL 60616",430000
3,2,1500,"6301 N Sheridan Road 11R Chicago, IL 60660",405000
2,2,1185,"600 N Dearborn Street 1211 Chicago, IL 60654",385000
3,1,1416,"4534 N Saint Louis Avenue Chicago, IL 60625",324900
4,3,1800,"7015 S Indiana Avenue Chicago, IL 60637",305000
3,2,2400,"1225 S Kolin Avenue Chicago, IL 60623",299900
2,2,1166,"5050 Oconto Avenue Harwood Heights, IL 60706",295000
2,2,1171,"3450 S Halsted Street 512 Chicago, IL 60608",279900
2,2,1150,"4343 N Clarendon Avenue 1102 Chicago, IL 60613",279000
1,1,850,"70 W Huron Street 2604 Chicago, IL 60654",260000
5,2,2400,"6821 S Campbell Avenue Chicago, IL 60629",250000
2,2,2000,"10112 S PRAIRIE Avenue Chicago, IL 60628",245000
3,1,1284,"9150 S Burnside Avenue Chicago, IL 60619",229900
4,3,1600,"3905 W 64TH Street Chicago, IL 60632",229900
1,1,900,"6157 N Sheridan Road 21L Chicago, IL 60660",174900
2,2,1100,"3900 W 95th Street 303 Evergreen Park, IL 60805",155000
3,1,1200,"330 E 117th Street Chicago, IL 60628",124900
3,1,1040,"11241 S Green Bay Avenue Chicago, IL 60617",205000
6,1,2500,"5627 N Neva Avenue Chicago, IL 60631",425000
3,2,5040,"6233 S Merrimac Avenue Chicago, IL 60638",359500
3,2,2200,"4832 S Indiana Avenue 101 Chicago, IL 60615",299000
2,2,1150,"6617 S Ingleside Avenue Unit 4S Chicago, IL 60637",199900
2,2,3500,"1017 W Washington Boulevard 2J Chicago, IL 60607",1825000
4,3,3322,"5316 N Bowmanville Avenue Chicago, IL 60625",1125000
4,3,2215,"4929 N NATCHEZ Avenue Chicago, IL 60656",649000
2,2,1200,"1525 S Sangamon Street 317-P Chicago, IL 60608",360000
1,1,1050,"201 E Chestnut Street 11C Chicago, IL 60611",325000
3,1,1200,"6328 S Kostner Avenue Chicago, IL 60629",310000
4,2,2081,"3756 W 85th Place Chicago, IL 60652",269900
1,1,717,"30 E Huron Street 1206 Chicago, IL 60611",229000
2,1,1000,"6446 N Claremont Avenue 3 Chicago, IL 60645",174900
2,1,800,"6139 W 64th Place 303 Chicago, IL 60638",167500
2,1,1090,"1231 E 53rd Street 3E Chicago, IL 60615",160000
3,1,1120,"11658 S Ada Street Chicago, IL 60643",279900
3,2,1587,"8537 S Kingston Avenue Chicago, IL 60617",250000
6,4,2562,"939 N Massasoit Avenue Chicago, IL 60651",699900
4,3,2200,"4646 N BEACON Avenue 204 Chicago, IL 60640",659000
3,3,3300,"9444 S Longwood Drive Chicago, IL 60643",649500
4,2,2100,"606 E 33RD Place Chicago, IL 60616",469900
3,2,1100,"7509 N Octavia Avenue Chicago, IL 60631",469000
4,3,1596,"2635 N 73rd Avenue Elmwood Park, IL 60707",449000
3,1,1445,"7435 W Howard Street Chicago, IL 60631",419000
3,1,1086,"6041 W Melrose Street Chicago, IL 60634",375000
2,2,1200,"1525 S Sangamon Street 309 Chicago, IL 60608",325000
1,2,1035,"1727 S Indiana Avenue 422 Chicago, IL 60616",310000
7,3,2097,"9133 S Drexel Avenue Chicago, IL 60619",284900
1,1,950,"70 W Huron Street 2409 Chicago, IL 60654",269900
1,1,957,"4170 N Marine Drive 17M Chicago, IL 60613",254900
4,2,1376,"4208 W Iowa Street Chicago, IL 60651",189900
2,2,1197,"5018 S Morgan Street Chicago, IL 60609",180000
1,1,950,"2501 W Touhy Avenue 401 Chicago, IL 60645",179900
3,1,1700,"5618 S Prairie Avenue 3 Chicago, IL 60637",135000
2,1,1000,"7036 S Merrill Avenue GN Chicago, IL 60649",65000
3,2,3200,"800 N Michigan Avenue Unit 3902 3902 Chicago, IL 60611",2995000
4,2,2200,"7648 W Catalpa Avenue Chicago, IL 60656",529000
2,2,1200,"6759 W Forest Preserve Avenue Unit 201 Chicago, IL 60634",279000
2,1,1330,"Chicago, IL 60646",479000
4,4,3660,"900 W Washington Boulevard 202 Chicago, IL 60607",3450000
2,2,1251,"211 N Harbor Drive 1304 Chicago, IL 60601",1125000
4,3,3400,"2424 W Fletcher Street Chicago, IL 60618",1099999
3,2,2250,"2221 N Leavitt Street 3E Chicago, IL 60647",995000
3,2,2750,"1030 W WRIGHTWOOD Avenue C Chicago, IL 60614",949000
4,2,2300,"3518 W Wolfram Street 1 Chicago, IL 60618",779950
2,2,2000,"2413 W Fullerton Avenue 3 Chicago, IL 60647",674500
5,2,2545,"9145 S Pleasant Avenue Chicago, IL 60643",640000
4,2,2455,"2629 W Birchwood Avenue Chicago, IL 60645",599900
3,2,1727,"417 N Noble Street 8 Chicago, IL 60642",550000
4,3,2100,"2917 N Mason Avenue Chicago, IL 60634",429000
4,2,1072,"2240 N Parkside Avenue Chicago, IL 60639",375000
4,1,1426,"2835 N Natchez Avenue Chicago, IL 60634",350000
4,2,1489,"4931 S Long Avenue Stickney, IL 60638",349000
3,2,1428,"1712 N Mcvicker Avenue Chicago, IL 60639",345000
2,2,1016,"2317 N 76th Court Elmwood Park, IL 60707",329900
2,1,990,"1255 S State Street 1217 Chicago, IL 60605",325000
3,3,2117,"8457 S Rhodes Avenue Chicago, IL 60619",308000
3,1,1200,"8455 S Kenneth Avenue Chicago, IL 60652",299900
3,1,1186,"9318 S Lawndale Avenue Evergreen Park, IL 60805",269900
2,1,820,"1033 W 14th Place 316 Chicago, IL 60608",265000
3,2,1615,"8319 S Cregier Avenue Chicago, IL 60617",254900
2,1,1200,"2248 W Granville Avenue 3 Chicago, IL 60659",189500
1,1,700,"4757 N Keeler Avenue 203 Chicago, IL 60630",150000
4,2,1122,"6742 S Oakley Avenue Chicago, IL 60636",117000
1,1,800,"1636 N Wells Street Unit 2905 Chicago, IL 60614",339900
4,2,1283,"5620 W Belle Plaine Avenue Chicago, IL 60634",429900
4,2,2336,"6208 S Normandy Avenue Chicago, IL 60638",375000
3,2,1900,"4014 S Drexel Boulevard 3R Chicago, IL 60653",3200
5,5,4500,"3155 W Wallen Avenue Chicago, IL 60645",1099000
2,1,1000,"5307 N Delphia Avenue , 307 Chicago, IL 60656",192900
5,4,10250,"1407 N Hoyne Avenue Chicago, IL 60622",5995000
3,2,2975,"180 E Pearson Street 5405 Chicago, IL 60611",1775000
3,2,3282,"900 N Kingsbury Street 1150 Chicago, IL 60610",1595000
3,3,3033,"21 E Huron Street 3503 Chicago, IL 60611",1299000
4,3,2785,"2027 W Ohio Street Chicago, IL 60612",950000
4,3,3000,"150 W Eugenie Street 29 Chicago, IL 60614",900000
2,2,1726,"65 E Monroe Street 4604 Chicago, IL 60603",885000
4,3,2000,"1765 W Altgeld Street A Chicago, IL 60614",749000
4,4,2302,"6307 W Berenice Avenue Chicago, IL 60634",635000
3,3,2500,"3208 S Hoyne Avenue Chicago, IL 60608",525000
2,2,1430,"520 S State Street 817 Chicago, IL 60605",455000
1,1,950,"2089 W Wabansia Avenue 202 Chicago, IL 60647",390000
3,3,1400,"3120 N Normandy Avenue Chicago, IL 60634",379900
2,2,1045,"1620 S Michigan Avenue 1106 Chicago, IL 60616",379000
3,1,1200,"6016 S Nashville Avenue Chicago, IL 60638",349900
3,1,1160,"Chicago, IL 60651",325000
2,1,1000,"2409 N Sawyer Avenue 2 Chicago, IL 60647",285000
1,1,819,"880 N Lake Shore Drive 3A Chicago, IL 60611",275000
1,1,800,"1360 N Sandburg Terrace 2905C Chicago, IL 60610",214900
1,1,900,"2309 N Kimball Avenue G Chicago, IL 60647",199000
1,1,775,"2409 W Balmoral Avenue 1E Chicago, IL 60625",153500
4,3,1400,"127 E 104th Place Chicago, IL 60628",125000
4,2,1800,"5306 S Carpenter Street Chicago, IL 60609",50000
1,1,800,"4300 W Ford City Drive 704 Chicago, IL 60652",30000
1,1,760,"600 N Dearborn 1503 Chicago, IL 60654",325000
4,2,1800,"1118 E 46th Street Unit 1 1 Chicago, IL 60653",320000
3,1,1400,"200 E 83rd St Chicago, IL 60619",169000
1,1,700,"7540 N Ridge Boulevard Unit 3C Chicago, IL 60645",80000
4,2,1529,"2854 W Jerome Street Chicago, IL 60645",759000
3,2,1300,"7624 S Damen Avenue Chicago, IL 60620",269000
3,3,2320,"366 W Superior Street 302 Chicago, IL 60654",1599950
4,4,2934,"1340 W Chestnut Street 202 Chicago, IL 60642",1550000
2,2,2000,"515 N Noble Street 306-308 Chicago, IL 60642",500000
4,1,2300,"4026 W Addison Street Chicago, IL 60641",499900
3,2,2426,"5310 N Austin Avenue Chicago, IL 60630",499000
4,4,3000,"1837 N Newcastle Avenue Chicago, IL 60707",492000
2,2,1700,"2221 N LISTER Avenue 3G Chicago, IL 60614",450000
4,3,1581,"2167 N Moody Avenue Chicago, IL 60639",385000
3,2,1258,"5911 W 125th Place Alsip, IL 60803",289900
2,2,1100,"8640 S King Drive Chicago, IL 60619",269900
3,2,3927,"7226 S Maplewood Avenue Chicago, IL 60629",259900
3,2,1338,"1838 S Springfield Avenue B Chicago, IL 60623",185000
1,1,840,"6569 N Harlem Avenue 2W Chicago, IL 60631",159900
4,2,954,"906 W 71st Street Chicago, IL 60621",114900
5,2,2093,"3507 N Osceola Avenue Chicago, IL 60634",419000
3,1,1100,"1119 N Austin Boulevard Chicago, IL 60651",299900
4,3,4000,"1745 W Altgeld Street Chicago, IL 60614",1725000
2,2,1700,"1201 S Prairie Avenue 3802 Chicago, IL 60605",955000
4,3,2400,"4721 S Ingleside Avenue Chicago, IL 60615",875000
4,3,2400,"4719 S Ingleside Avenue Chicago, IL 60615",875000
4,3,2400,"4717 S Ingleside Avenue Chicago, IL 60615",875000
3,2,1700,"1366 W WALTON Street 2E Chicago, IL 60642",699000
3,3,1572,"5467 S Ridgewood Court Chicago, IL 60615",575000
3,2,2678,"5115 N Mission Drive Norridge, IL 60706",529000
2,1,1400,"617 W Addison Street 2 Chicago, IL 60613",415000
4,2,1616,"10752 S Washtenaw Avenue Chicago, IL 60655",385000
3,2,1500,"9300 S Turner Avenue Evergreen Park, IL 60805",382000
3,2,1577,"2827 N 77th Court Elmwood Park, IL 60707",379000
1,1,950,"100 E Walton Place 19D Chicago, IL 60611",339000
3,1,2213,"2106 N Mango Avenue Chicago, IL 60639",285000
1,1,860,"400 E RANDOLPH Street 2525 Chicago, IL 60601",279900
2,1,1092,"3602 S 58th Court Cicero, IL 60804",275500
1,1,750,"100 E Walton Street 29A Chicago, IL 60611",275000
2,1,1100,"1339 N DEARBORN Street 14H Chicago, IL 60610",275000
4,2,1506,"9354 S Ridgeland Avenue Chicago, IL 60617",270000
1,1,800,"155 N Harbor Drive 205 Chicago, IL 60601",240000
4,3,2050,"9222 S Cregier Avenue Chicago, IL 60617",230000
2,2,1400,"6431 N Bell Avenue GDN Chicago, IL 60645",225000
1,1,1013,"40 E 9th Street 1117 Chicago, IL 60605",208000
1,1,720,"33 E CEDAR Street 4B Chicago, IL 60611",189000
3,1,1100,"4509 S Wood Street Chicago, IL 60609",149900
1,1,593,"2946 N Laramie Avenue 9 Chicago, IL 60641",110000
2,2,1250,"2772 E 75th Street 2GS Chicago, IL 60649",99900
3,1,1344,"8844 S Carpenter Street Chicago, IL 60620",46500
3,2,1800,"1158 N Cleveland Avenue Unit 1 Chicago, IL 60610",495000
6,3,3233,"2933 W Greenleaf Avenue Chicago, IL 60645",799000
2,2,1200,"210 S Desplaines Street 1001 Chicago, IL 60661",485000
4,3,1931,"5258 W Hanson Avenue Chicago, IL 60639",349900
3,3,1870,"6207 S Justine Street Chicago, IL 60636",340000
3,1,1150,"9730 S Emerald Avenue Chicago, IL 60628",202000
3,2,2617,"7508 South May Street Chicago, IL 60620",320000
4,1,1950,"7860 W Oakleaf Avenue Elmwood Park, IL 60707",319900
2,1,1100,"3133 W Leland Avenue 3 Chicago, IL 60625",250000
3,1,1728,"6412 S Wolcott Avenue Chicago, IL 60636",236100
1,1,800,"925 S Kedzie Avenue 3 Chicago, IL 60612",114500
4,3,3188,"9537 S Leavitt Street Chicago, IL 60643",629000
4,2,2330,"7038 S. Claremont Avenue Chicago, IL 60636",230000
3,2,1190,"4638 W 116th Place Alsip, IL 60803",289900
5,7,6250,"1416 N North Park Avenue Chicago, IL 60610",3200000
4,2,1992,"1904 W Berwyn Avenue Chicago, IL 60640",950000
5,3,3600,"6919 S Constance Avenue Chicago, IL 60649",779000
4,3,2600,"1923 N NATOMA Avenue Chicago, IL 60707",478100
4,3,2600,"9800 S OAKLEY Avenue Chicago, IL 60643",459999
2,2,1400,"669 N Peoria Street GS Chicago, IL 60642",454000
3,2,1975,"1612 S Union Avenue 1 Chicago, IL 60616",424000
4,2,1760,"3225 N Paris Avenue Chicago, IL 60634",405999
2,1,1100,"1122 W ALTGELD Street 10 Chicago, IL 60614",375000
1,1,865,"520 S State Street 915 Chicago, IL 60605",292500
3,1,1149,"11226 S Avon Avenue Alsip, IL 60803",289900
3,1,1404,"4550 S Kedvale Avenue Chicago, IL 60632",279900
2,2,1016,"9855 S University Avenue Chicago, IL 60628",274900
3,1,1480,"2840 W Harrison Street A Chicago, IL 60612",245000
5,2,1452,"8214 S Laflin Street Chicago, IL 60620",240000
2,2,1400,"8219 S SPAULDING Avenue Chicago, IL 60652",230000
3,1,1214,"10119 S Vernon Avenue Chicago, IL 60628",229999
2,1,1000,"6864 N Northwest Highway 1B Chicago, IL 60631",219900
3,2,1737,"10945 S Lowe Avenue Chicago, IL 60628",179900
3,2,1112,"8749 S Halsted Street Chicago, IL 60620",175000
2,1,760,"9221 S Avalon Avenue Chicago, IL 60619",39900
3,1,1713,"3139 W Jarlath Street Chicago, IL 60645",445000
4,3,3360,"2414 N Sawyer Avenue 1A Chicago, IL 60647",1100000
4,4,4000,"3400 N LAKE SHORE Drive 3EF Chicago, IL 60657",1000000
3,2,1800,"2414 N Sawyer Avenue 3A Chicago, IL 60647",950000
3,2,1920,"2414 N Sawyer Avenue 2A Chicago, IL 60647",850000
2,2,1159,"234 W Polk Street 2605 Chicago, IL 60607",599000
4,2,1131,"5025 W Superior Street Chicago, IL 60644",469900
2,2,1250,"3130 W FULLERTON Avenue 2E Chicago, IL 60647",430000
3,3,3030,"1340 E 48th Street 1B Chicago, IL 60615",423200
1,1,1000,"432 W Dickens Avenue 3 Chicago, IL 60614",389000
2,2,1400,"4920 N Saint Louis Avenue 2 Chicago, IL 60625",360000
4,2,1498,"4642 W Warwick Avenue Chicago, IL 60641",357000
3,3,2126,"1142 E 46th Street Chicago, IL 60653",279900
2,2,1600,"6145 N Sheridan Road 7C Chicago, IL 60660",274900
1,1,741,"474 N Lake Shore Drive 4103 Chicago, IL 60611",270000
4,2,2120,"11326 S EGGLESTON Avenue Chicago, IL 60619",258200
3,2,1300,"3303 W Warren Boulevard 3 Chicago, IL 60624",229900
3,1,1215,"14106 S Burnham Avenue Burnham, IL 60633",199900
4,3,2300,"232 N La Crosse Avenue Chicago, IL 60651",175000
2,1,1030,"4006 N Pontiac Avenue G Chicago, IL 60634",159900
1,1,800,"6171 N Sheridan Road 1204 Chicago, IL 60660",158000
2,1,900,"2333 N Neva Avenue 215C Chicago, IL 60707",149900
3,2,1100,"4351 W 76th Street C1504 Chicago, IL 60652",39900
2,2,1250,"222 N Columbus Drive Unit 1803 Chicago, IL 60601",455000
3,1,1206,"4106 W 79th Place Chicago, IL 60652",299900
5,2,1900,"6215 S California Avenue Chicago, IL 60629",265000
3,2,1998,"957 W 36th Place , 2 Chicago, IL 60609",520000
3,1,1152,"2844 W 83rd Street Chicago, IL 60652",320000
4,3,3075,"4556 N Damen Avenue Chicago, IL 60625",1399900
3,3,2000,"1005 N Riverwalk Street Chicago, IL 60611",1299999
2,2,2000,"33 W Huron Street 804 Chicago, IL 60611",995000
3,2,1792,"1335 S Prairie Avenue 1306 Chicago, IL 60605",650000
2,2,1351,"1235 S Prairie Avenue 703 Chicago, IL 60605",545000
4,2,3080,"6922 S Euclid Avenue Chicago, IL 60649",449900
2,2,1260,"1841 S Calumet Avenue 1106 Chicago, IL 60616",389900
4,2,1600,"4240 S Campbell Avenue Chicago, IL 60632",359000
2,2,2000,"6849 W Belmont Avenue 2 Chicago, IL 60634",359000
3,2,1039,"5812 S Moody Avenue Chicago, IL 60638",339963
3,2,1156,"14535 S Hoxie Avenue Burnham, IL 60633",189900
2,1,1071,"8508 S May Street Chicago, IL 60620",159000
2,1,1400,"12538 S Ada Street Calumet Park, IL 60827",150000
1,1,700,"7234 W North Avenue 1109 Elmwood Park, IL 60707",119900
2,1,1100,"7337 S SOUTH SHORE Drive 930 Chicago, IL 60649",67995
3,1,1161,"12159 S Millard Avenue Alsip, IL 60803",259900
3,1,1254,"620 E 87th Place Chicago, IL 60619",255000
2,1,1100,"7540 N Ridge Boulevard , 5H Chicago, IL 60645",149500
5,5,5000,"3848 N Hermitage Avenue Chicago, IL 60613",1940000
3,4,4200,"1619 W Byron Street Chicago, IL 60613",1700000
4,4,4400,"210 E WALTON Place C Chicago, IL 60611",1690000
3,3,2880,"100 E Huron Street 3705 Chicago, IL 60611",1350000
4,3,2295,"1340 W Chestnut Street 204 Chicago, IL 60642",1150000
4,3,2684,"2602 W Bloomingdale Avenue Chicago, IL 60647",799900
3,3,2300,"1534 N BOSWORTH Avenue 3 Chicago, IL 60642",634900
3,2,2000,"2242 W Taylor Street Chicago, IL 60612",525000
3,2,2200,"1812 S State Street 26 Chicago, IL 60616",510000
2,2,1250,"417 S Jefferson Street 106B Chicago, IL 60607",390000
2,2,1226,"1070 W 15TH Street 202 Chicago, IL 60608",359900
4,3,1728,"4514 W PARKER Avenue Chicago, IL 60639",339000
2,2,1100,"1 E 8th Street 410 Chicago, IL 60605",325000
4,2,1962,"2947 W 101st Street Evergreen Park, IL 60805",249900
3,2,1123,"10340 S Union Avenue Chicago, IL 60628",99900
2,1,1008,"1108 W 87th Street B Chicago, IL 60620",80000
2,2,1100,"4300 W Ford City Drive 706 Chicago, IL 60652",50000
4,2,1700,"5103 N Odell Avenue Harwood Heights, IL 60706",449900
5,3,2800,"7558 S King Drive Chicago, IL 60619",384000
3,1,2300,"7121 S Vernon Avenue Chicago, IL 60619",280000
4,2,2106,"6925 S Stewart Avenue Chicago, IL 60621",45000
1,1,800,"2707 N Mildred Avenue , 2C Chicago, IL 60614",339900
3,3,3436,"11 E Walton Street 4001 Chicago, IL 60611",2895000
6,4,5500,"4231 N Wolcott Avenue Chicago, IL 60613",2100000
4,3,3200,"2038 W Cortland Street Chicago, IL 60647",1469000
3,2,2300,"544 N PAULINA Street 4 Chicago, IL 60622",925000
2,2,1611,"250 E Pearson Street 2801 Chicago, IL 60611",799000
4,3,2700,"1925 N Damen Avenue 1 Chicago, IL 60647",799000
3,2,1670,"100 E 14th Street 1001 Chicago, IL 60605",675000
2,2,1154,"500 W Superior Street 802 Chicago, IL 60654",525000
3,2,2600,"8805 S Cornell Avenue Chicago, IL 60617",349000
2,1,900,"2450 N Seminary Avenue 1A Chicago, IL 60614",325000
2,2,2745,"5422 W 26TH Street Cicero, IL 60804",319000
1,1,950,"2501 W Touhy Avenue 207 Chicago, IL 60645",158999
4,1,988,"Chicago, IL 60619",150000
4,2,1600,"225 W 108th Street Chicago, IL 60628",84900
4,3,4781,"8514 S Peoria Street Chicago, IL 60620",350000
2,2,1300,"1345 W Fillmore Street , 3 Chicago, IL 60607",374900
2,1,975,"1819 S Michigan Avenue , 1009 Chicago, IL 60616",319900
5,3,1865,"8515 S Keeler Avenue Chicago, IL 60652",410000
2,2,1620,"5801 N Sheridan Road 9C Chicago, IL 60660",405000
4,2,1700,"602 W 103rd Street Chicago, IL 60628",247500
5,2,2000,"8339 S Baltimore Avenue Chicago, IL 60617",218500
6,4,4200,"1753 W Barry Avenue Chicago, IL 60657",1999500
2,2,1246,"405 N WABASH Avenue 5103 Chicago, IL 60611",475000
1,1,927,"100 E 14th Street 2203 Chicago, IL 60605",395000
1,1,800,"4800 S Chicago Beach Drive 2312N Chicago, IL 60615",165000
3,1,1758,"7758 S St Lawrence Avenue Chicago, IL 60619",110900
4,2,1276,"516 E 115th Street Chicago, IL 60628",198000
7,5,7650,"338 W Oakdale Avenue Chicago, IL 60657",2990000
3,4,3050,"1040 N Lake Shore Drive 6C Chicago, IL 60611",1250000
4,3,3285,"1333 E Madison Park Chicago, IL 60615",1150000
3,3,2210,"1701 W Webster Avenue 310 Chicago, IL 60614",849900
3,3,2114,"1701 W Webster Avenue 204 Chicago, IL 60614",829900
3,3,2398,"1511 W Walton Street 1 Chicago, IL 60642",675000
2,2,1150,"3920 N Sheridan Road 309 Chicago, IL 60613",469150
3,2,2200,"2323 N Keating Avenue Chicago, IL 60639",455000
2,1,1177,"1111 S Wabash Avenue 808 Chicago, IL 60605",389000
3,2,1639,"2257 W Lake Street 201 Chicago, IL 60612",359900
3,2,2000,"8141 S Avalon Avenue Chicago, IL 60619",334900
3,2,1120,"11643 S Ada Street Chicago, IL 60643",274500
3,2,1071,"2055 W 80th Street Chicago, IL 60620",180000
2,2,1648,"12806 S Parnell Avenue Chicago, IL 60628",169900
3,1,630,"2448 N Normandy Avenue Chicago, IL 60707",139900
3,1,1201,"8055 S Colfax Avenue Chicago, IL 60617",130000
3,1,1136,"14431 S Lowe Avenue Riverdale, IL 60827",125000
3,2,1191,"9840 S Yates Boulevard Chicago, IL 60617",120000
1,1,750,"5148 S King Drive B3 Chicago, IL 60615",89000
5,3,3155,"Chicago, IL 60637",299000
6,2,2080,"514 E 92nd Street Chicago, IL 60619",215000
2,1,910,"12603 S Laflin Street Calumet Park, IL 60827",135000
2,2,1140,"4015 N Milwaukee Avenue , 413 Chicago, IL 60641",308900
3,1,3375,"10354 S Commercial Avenue Chicago, IL 60617",198700
4,4,4850,"1208 W NEWPORT Avenue Chicago, IL 60657",2050000
